

Results from heasarc_hipparcos: Hipparcos Main Catalog
Coordinate system:  Equatorial
|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |hd_id |
|  -15.90|   10.75|     39455| 6.84|120.97189284|-68.93687370| 67624|
|    3.31|  -26.64|    101676| 6.84|309.14981118|-71.07138140|195459|
|  125.64|  -13.37|     11909| 6.84|038.43158060|-72.34909143| 16427|
|  -53.41|  -79.45|     92103| 6.84|281.56583128|-72.81337122|172266|
|   -9.62|   -8.48|     39069| 6.84|119.90317921|+79.86150072| 63331|
|   32.51|  -11.55|     10144| 6.84|032.62430027|+81.48201620| 12543|
|    2.21|   -4.34|     50971| 6.84|156.17394894|+82.80167493| 89108|
|   16.33|  -65.23|     90549| 6.84|277.14534884|-77.36607427|168241|
|    8.95|  -49.27|     83876| 6.84|257.13976178|+24.48660718|155104|
|  -40.53|   15.08|     50279| 6.85|153.98672668|-55.51968804| 89192|
|   38.17|   21.92|    103116| 6.85|313.38883365|+31.62614291|199055|
|  -30.45|    6.36|     38079| 6.85|117.05203349|-24.57721426| 63485|
|  -12.35|  -27.28|     29357| 6.85|092.81594385|+47.90683954| 42084|
|   34.24|  -11.67|    107585| 6.85|326.85329376|-04.60861838|207204|
|   13.08|  -14.38|    117605| 6.85|357.75418856|-48.65935466|223600|
|    8.32|   -9.01|     29536| 6.85|093.35283414|-15.38412152| 43028|
|   -3.23|   -4.13|     22461| 6.85|072.51506553|+08.40785463| 30677|
|    4.93|   -1.15|     18353| 6.85|058.85354784|+49.04059717| 24432|
|    1.81|   -3.98|     99670| 6.85|303.39487358|+16.26523187|192289|
|   -4.60|    4.74|     37025| 6.85|114.13259979|-25.33279413| 61071|
|  -16.17|  -27.56|     94136| 6.85|287.43247351|-27.11434932|178469|
|   22.90|  -24.83|     16079| 6.85|051.77144860|+48.20556953| 21181|
|   28.08|  150.89|     29439| 6.85|093.04667717|-65.53151686| 43618|
|    2.48|   -2.64|     92800| 6.85|283.63689006|+20.61530644|175427|
|  -43.35|   -7.07|     59243| 6.85|182.28260647|-78.78129461|105515|
|   -7.18|  -56.31|     83787| 6.85|256.86255757|-65.74741250|153985|
|    8.01|  -37.94|     13909| 6.85|044.78444733|-55.56526173| 18795|
|   -6.50|  -22.75|    106495| 6.85|323.56286824|-03.41053297|205260|
|  -19.62|   41.87|     27935| 6.85|088.66321608|-26.66037815| 39945|
|   62.67|   -9.00|    113018| 6.85|343.31440298|-45.14769490|216406|
|   99.00|  -54.03|      8986| 6.85|028.95155548|+30.35478148| 11736|
|   27.47|  -23.82|     13085| 6.85|042.05494154|-03.61915487| 17490|
|  -12.24|    1.99|     52397| 6.85|160.65010793|-75.46376559| 93165|
| -196.29|   49.39|     60598| 6.85|186.30900104|-25.98655355|108095|
| -116.10|   16.68|     64111| 6.85|197.09148730|-36.22412687|114050|
|  -74.24|   46.78|     47505| 6.85|145.27700202|-66.08031107| 84261|
|  -11.96|  -26.34|     63104| 6.85|193.93670739|+32.00070193|112353|
|   15.10|  -21.02|    101979| 6.85|309.99930761|+08.44706555|196912|
|  -37.55|   13.98|     15943| 6.85|051.32606344|+58.69450358| 20930|
|    6.86|  -11.55|     56698| 6.85|174.38579936|-39.35881370|101048|
|   -1.52|    0.05|     62880| 6.85|193.30541687|-39.39023156|111930|
|   12.46|   16.62|     96888| 6.85|295.41910160|+30.80858609|186178|
|    6.74|  -80.86|     71146| 6.85|218.26256188|+05.32346241|127742|
|   12.61|    6.33|     25226| 6.85|080.93041442|+56.08888279| 34853|
|   -3.30|  -15.69|     42984| 6.85|131.40889463|-77.07527665| 75893|
|  -30.90|   16.89|     44192| 6.85|135.02506999|-74.39994697| 77981|
|  -11.66|   -7.05|    113102| 6.85|343.57155731|+56.33301541|216730|
| -158.26|  -54.07|     60119| 6.85|184.94087542|-76.80088463|107145|
|   -7.19|    7.63|     38584| 6.85|118.50922265|-41.70293783| 64827|
|   45.21|   -0.80|    113877| 6.85|345.92702122|-40.81703852|217807|
|   -5.71|  -57.85|     57611| 6.85|177.17342562|-14.34443132|102604|
|  -14.85|  -16.33|    112500| 6.85|341.82874074|+53.38184569|215869|
|  -41.79|  -18.09|     50508| 6.85|154.73956327|+17.70593296| 89363|
|  -25.84|  -84.97|     45572| 6.85|139.32476668|+33.50098190| 79838|
|  196.42| -253.39|     29432| 6.85|093.00187959|+06.78369045| 42618|
|  -15.61|    1.10|     26838| 6.85|085.48634612|+35.63133030| 37670|
|    5.51|   -1.78|    112434| 6.85|341.62327629|+54.87209555|215757|
|   33.65|  -53.17|     22190| 6.85|071.60208798|+64.81042629| 29826|
| -107.08|   24.94|     47237| 6.85|144.41925282|+01.69597170| 83329|
|  -34.17|   33.84|     42544| 6.85|130.08804893|-42.38928047| 74105|
|    6.09|   12.34|     68038| 6.85|208.97131380|-09.75531377|121496|
|  -15.93|  -13.16|     81680| 6.85|250.28252843|-11.83856422|150382|
|   42.34|   17.11|     22136| 6.85|071.45682083|-34.00504529| 30397|
|  -13.07|  -36.78|      7108| 6.85|022.89154036|-19.02289579|  9336|
|   -0.98|  -11.14|    104643| 6.85|317.95222081|+29.71171243|201912|
|  -26.64|   -5.57|     63287| 6.85|194.54509467|-47.06493358|112565|
|   53.00|   12.65|      1611| 6.85|005.04383611|-13.06149298|  1594|
|   -3.20|   -6.02|     86728| 6.85|265.82893355|-57.72395429|160435|
|   -5.85|    2.20|     11296| 6.85|036.36113241|+35.04192339| 14935|
|   -1.45|   -3.60|     40965| 6.85|125.40125713|-11.04567281| 70438|
|  -33.24|  -63.57|     51457| 6.85|157.65030919|+36.27363387| 90931|
|   25.32|  -95.04|     98766| 6.85|300.89996001|-37.52831311|189854|
|  -15.48|   -1.30|      2948| 6.85|009.36004985|+40.33238095|  3431|
|   21.06|  -44.49|     17572| 6.85|056.45334190|+23.14725691| 23410|
|  -42.70|    3.31|     48184| 6.85|147.32189745|-08.83507361| 85055|
|    5.25|    0.93|     77102| 6.85|236.15209322|+80.93216890|142795|
|   -0.31|   -9.67|     31001| 6.85|097.59170762|+28.21213046| 45721|
|   86.98| -178.32|     27165| 6.85|086.37412381|+52.16150412| 38007|
|  -43.96|  -33.20|     69265| 6.85|212.69907867|+00.79966007|123980|
| -161.99|   -0.67|     43880| 6.85|134.08316076|-37.12246922| 76668|
|  -10.99|   10.92|     92449| 6.85|282.60223494|+24.10669045|174623|
|   -7.59|    9.93|     12732| 6.85|040.91541727|-33.04554228| 17083|
|   -5.60|  -32.02|     29561| 6.85|093.42403394|-51.66746476| 43504|
|   -5.95|  -52.74|     32065| 6.85|100.48826762|-20.24961785| 48315|
|  121.27|  -36.65|     20215| 6.85|064.97826903|+16.52267742| 27383|
|   37.10|  -12.58|      8979| 6.85|028.92661563|+81.95898770| 11053|
|  -37.23|   28.32|     59791| 6.85|183.90243002|-20.52954382|106582|
|  -48.84|  -15.98|     65539| 6.85|201.53396914|-32.54727080|116743|
|   -6.79|   -5.52|    101223| 6.85|307.77549185|+15.80764472|195481|
|   -3.07|   -6.48|     32716| 6.85|102.38251855|-32.54218415| 49961|
|  -44.37|   -7.86|     57253| 6.85|176.09916174|-20.69574674|102036|
|   67.06|    4.84|    116847| 6.85|355.26899312|+41.85055043|222499|
|  -45.86|  -11.50|     59366| 6.85|182.69726579|+39.89153702|105824|
|   60.81|  -48.57|     72536| 6.85|222.45532576|-32.42705629|130539|
|   24.21|    3.98|     50308| 6.85|154.07162789|+78.94696308| 88295|
|   -2.51|   -5.42|     32776| 6.85|102.50909074|+12.05813815| 49676|
|    1.09|    3.99|     91568| 6.85|280.09066164|+26.13086180|172650|
|  -74.66|  -31.77|     53039| 6.85|162.78565961|+11.57885397| 93993|
|   99.51|  -67.27|     42819| 6.85|130.87505420|-61.68864386| 74888|
|   -7.61|   31.53|     31203| 6.85|098.19314473|-61.82794980| 47095|
|   16.11|   -3.85|     72756| 6.85|223.10026328|-46.75993679|130932|
|  -15.34|  -86.65|     37107| 6.85|114.37708491|+18.91801725| 60915|
|    6.85|   15.90|     17089| 6.85|054.91346634|-56.23462699| 23100|
|  -16.08|  -13.18|     48672| 6.85|148.89746450|-17.46943789| 86030|
|    5.91|   26.43|     78761| 6.85|241.20395078|+70.26165298|145309|
|  -18.88|  -41.08|     80149| 6.85|245.39533501|+00.07690675|147370|
|  165.45|  -76.58|      6551| 6.85|021.05079037|-31.81177683|  8581|
|    1.75|    2.97|     99849| 6.85|303.86825346|-07.53138167|192505|
|    2.80|  -18.40|     26893| 6.85|085.63714560|-00.01606048| 38002|
|  -42.87|  115.66|     54424| 6.85|167.05639258|-52.40248108| 96805|
|   74.66|  -35.12|    110780| 6.85|336.64438500|-07.37746071|212717|
|   -2.07|  -28.23|    103645| 6.85|314.99498628|+32.49570600|200043|
|   36.00|    1.04|    103037| 6.85|313.12931682|-13.20295230|198694|
|   18.00|   -9.36|     80791| 6.85|247.44456352|+07.74894347|148710|
|   15.23|   10.95|      9438| 6.85|030.30679758|+41.21235515| 12245|
|    4.02|   -4.25|    101154| 6.85|307.56015491|+19.42104958|195358|
|  -32.00|    8.81|     57179| 6.85|175.88914006|-52.61968161|101927|
|   14.94|   -4.39|    105106| 6.85|319.35676283|-30.74568149|202540|
|   -9.36|   30.57|      7514| 6.85|024.20138429|-48.80397896| 10019|
|  -31.54|  -37.37|     77437| 6.85|237.12009387|+22.41555663|141476|
|  -21.27|  -76.28|     24665| 6.85|079.38244981|+24.00986204| 34303|
|   -2.40|    0.15|     29282| 6.85|092.59912042|+02.90187078| 42353|
|   12.92|   -1.11|    105782| 6.85|321.35376301|-14.27733920|203893|
|   16.85|  -28.90|    103503| 6.85|314.54856036|-69.14615131|198971|
| -128.62|  135.69|    105557| 6.85|320.67499941|+76.55472783|204426|
|   -5.01|   12.82|     13939| 6.85|044.89398012|-53.90858532| 18829|
|  -73.88|   -7.04|     51309| 6.85|157.20236750|+14.34371768| 90718|
|    8.17|   -4.61|     48327| 6.85|147.76546416|-23.01730501| 85405|
|   -3.05|   -3.92|     72569| 6.85|222.56706351|-58.97673452|130380|
|   14.07|    0.27|    113793| 6.85|345.66268343|+63.34084493|217872|
|    6.27|  -19.82|      4726| 6.85|015.16833516|-01.65857625|  5919|
|   -5.63|   -2.51|     30586| 6.85|096.42530737|+14.09269603| 45044|
|  341.35|  -84.82|    107877| 6.85|327.85162544|-23.27041392|207692|
|  -36.18|  -53.96|     25589| 6.85|082.03860605|+16.43914771| 35833|
|   27.56|  -15.36|     90282| 6.85|276.31985889|-57.09546897|168849|
|  -17.64|   -2.54|     81150| 6.85|248.61544361|+08.67399124|149433|
|  -18.41|    2.00|     64778| 6.85|199.13268799|-44.70437723|115236|
|  -20.54|   16.26|     91396| 6.85|279.60101474|+63.53282696|172923|
|    0.36|   -7.16|     86954| 6.85|266.53052153|+05.53021692|161573|
|   12.22|   -8.54|    105540| 6.85|320.62062826|+49.49142073|203746|
| -119.32|   26.81|     55126| 6.85|169.29451930|-41.39053680| 98175|
|  -17.96|  -38.09|     21287| 6.85|068.51105085|-28.44955379| 29134|
|    8.71|    6.48|     98371| 6.85|299.78782084|+27.51262224|189475|
|   -7.63|   -1.68|    110198| 6.85|334.83272629|-28.20857743|211687|
|   12.86|   -2.89|     26569| 6.85|084.73644721|+49.41621643| 37145|
|    4.80|   -2.83|     30492| 6.85|096.14082621|+11.25650691| 44853|
|  110.71|   -9.10|    110624| 6.85|336.15633818|-39.12704149|212385|
|  -51.72|   91.09|     78703| 6.85|241.00163196|+73.14814981|145368|
|   42.61|   -3.39|    116765| 6.85|354.97027373|+63.72543995|222407|
|  -13.47|  -30.22|     35783| 6.86|110.71188704|+55.28439308| 57102|
|  540.21|  253.77|    116421| 6.86|353.86886083|+31.01655715|221830|
|   -7.84|    0.10|     55928| 6.86|171.92952101|-60.49584058| 99736|
|  -34.19|  -34.70|     74415| 6.86|228.12358394|-63.03346083|134345|
|   -7.21|   -9.35|     73622| 6.86|225.73928007|-47.94196263|132840|
|  -20.55|   -4.79|     60924| 6.86|187.29042975|-02.42955232|108680|
|  -15.02|   -2.00|     22848| 6.86|073.73493713|+08.60000165| 31306|
|  -14.51|  -22.09|     77911| 6.86|238.67335387|-22.76619825|142315|
|   28.29|  -31.80|      6797| 6.86|021.86783349|-09.29707413|  8877|
|   92.38|   30.64|     11886| 6.86|038.31800133|-75.89357401| 16493|
|   -1.88|  -72.10|     12879| 6.86|041.38730113|-42.83852504| 17324|
|   12.13|  -50.22|     29975| 6.86|094.65734183|+29.78152955| 43646|
|   -3.18|    7.82|    104434| 6.86|317.32581443|-37.93311048|201228|
|  -77.56|   -8.01|     74782| 6.86|229.24755116|-38.44758858|135549|
|    4.42| -118.50|     93546| 6.86|285.79382321|-47.05103788|176578|
|  -13.98|   13.96|     25107| 6.86|080.63472751|-73.80146604| 36208|
|    4.97|   27.51|     21236| 6.86|068.32928819|+64.16972269| 28433|
|  -13.98|  -39.39|     27415| 6.86|087.08203349|-33.43173611| 39027|
|   37.56|  -48.25|     26740| 6.86|085.22759534|-11.19993681| 37828|
|   98.86|  -26.64|      4771| 6.86|015.32892379|+45.45211529|  5916|
|   -4.65|   11.61|     38906| 6.86|119.43843756|-60.92649019| 65950|
|   16.57|  -26.20|      8804| 6.86|028.29393462|+28.81898352| 11453|
|  -26.48|  -11.79|     50019| 6.86|153.17731104|+28.24204058| 88476|
|   -6.95|    7.21|     46342| 6.86|141.72221584|-54.35175032| 81949|
|   -5.48|   -3.70|     20069| 6.86|064.55926074|-14.63878350| 27325|
|   -7.57|   17.56|     79134| 6.86|242.28897600|+50.18082080|145532|
|   23.61|   30.81|     99035| 6.86|301.60417604|+39.09859975|191045|
|  -23.49|    3.23|     57644| 6.86|177.30313672|-57.69156766|102693|
| -174.08|  114.24|     43426| 6.86|132.68490125|+35.07069302| 75353|
|   -5.76|    2.59|     85356| 6.86|261.63152482|+00.82212088|157983|
|   -2.11|    2.68|     52385| 6.86|160.61366238|-08.72719674| 92753|
|    0.74|   41.59|     33306| 6.86|103.92062580|-68.50581473| 52418|
|  -12.23|   -3.31|     23493| 6.86|075.75819489|-08.66314367| 32468|
|   20.58|  -40.66|     17168| 6.86|055.16148159|+28.77342940| 22766|
|   -8.24|  -20.72|     43068| 6.86|131.59487584|+82.23933232| 72520|
|  -10.45|  -21.65|     84918| 6.86|260.30619616|-63.58215361|156310|
|    6.09|  -25.41|     92336| 6.86|282.28425743|+83.90512543|178564|
|    2.03|    0.55|      6027| 6.86|019.35953945|+57.63207880|  7636|
|    2.10|  -10.85|     33718| 6.86|105.07532192|+15.53528821| 52037|
|  -13.21|    0.75|     48298| 6.86|147.70532520|+11.84241822| 85259|
|   29.25|  -27.66|     96577| 6.86|294.50185462|-32.91273014|184922|
|  -11.53|   -2.26|    103748| 6.86|315.35790051|-32.89560163|199952|
|    7.11|    4.42|     91137| 6.86|278.86071514|-32.89076711|171296|
|   41.61|   -3.74|     10961| 6.86|035.30383614|+54.51008750| 14384|
|   50.88|  -46.30|    113085| 6.86|343.52955349|-12.19030907|216567|
|   16.35|  -24.69|     87730| 6.86|268.79972637|+69.61562228|164446|
|  -57.09|   30.04|     78537| 6.86|240.50889337|+40.02277331|144015|
|   17.51|  -79.48|     74868| 6.86|229.49863289|+30.83311739|136159|
|    4.95|   -8.16|     32094| 6.86|100.57140294|+07.39784444| 48144|
|    0.09|   -2.77|     13962| 6.86|044.95300978|+57.66324613| 18391|
|  -22.90|  -16.66|     23457| 6.86|075.63119692|+07.42407173| 32304|
|   55.29|    2.41|    114010| 6.86|346.34211600|-16.89843237|218071|
|   -4.06|    1.92|     93499| 6.86|285.62943337|+62.70549356|177929|
|   -5.58|  -17.18|     17082| 6.86|054.90299424|-17.36504821| 22836|
|  -45.04|  -19.97|     51224| 6.86|156.94140432|+59.59729076| 90400|
|  157.80| -160.10|     17482| 6.86|056.18708122|+27.92146034| 23257|
|  127.13|  -74.95|      1102| 6.86|003.43924091|-23.21460158|   941|
|    2.11|   -2.62|     88581| 6.86|271.29395598|-24.39856335|165052|
|  -32.35|    8.43|     63356| 6.86|194.73642897|+39.84425589|112814|
|   19.64|  -30.51|     54974| 6.86|168.84828866|-11.58810792| 97876|
|    4.75|  -13.25|     79161| 6.86|242.34802174|+63.40767020|145870|
|   -4.16|   -0.86|     66904| 6.86|205.66906181|-61.73783096|      |
|  -15.32|  -34.06|     93972| 6.86|287.00401698|-07.84778336|178218|
|    0.06|    8.42|     81848| 6.86|250.76759754|+36.50962247|150998|
| -113.96|  -53.24|    107300| 6.86|326.00208294|-57.28292464|206428|
|    8.61|    4.13|     25399| 6.86|081.50378909|-32.20919394| 35811|
|  -15.54|  -17.60|     80241| 6.86|245.72568178|-75.97464258|146190|
|   -4.48|  -11.75|      3736| 6.86|011.99596032|+51.44478211|  4536|
|   11.16|   -5.11|     94940| 6.86|289.78994895|-15.90832993|180953|
|   86.44|    9.81|    104293| 6.86|316.92669974|-02.05222029|201120|
|  -12.77|   38.31|      3961| 6.86|012.71847773|-71.15152645|  5028|
|   10.45|  -30.98|     87559| 6.86|268.31405480|-05.92882003|162834|
|  -15.98|    7.01|     69969| 6.86|214.76677074|+19.06541591|125450|
|   13.28|   -0.65|     38101| 6.86|117.12000825|+28.76424595| 63138|
|   10.62|  -69.74|     96932| 6.86|295.55426217|-36.63326236|185771|
|   14.78|   -4.85|    101263| 6.86|307.88343763|+21.89508707|195575|
|  -13.36|    1.80|     33178| 6.86|103.58379588|-31.80162506| 51014|
|   -8.13|  -40.43|     87819| 6.86|269.08872088|-21.95597962|163296|
|   -4.24|   11.23|     17982| 6.86|057.65645519|-36.42561968| 24305|
|   55.71|  -28.13|    112932| 6.86|343.08604423|+10.41442538|216384|
|   30.51|  -21.91|    109304| 6.86|332.17418983|+47.93358774|210353|
|    6.22|  -16.84|      9800| 6.86|031.50717776|+41.53290656| 12751|
|   63.88|    0.06|     16757| 6.86|053.90763521|+31.68044276| 22195|
|   -2.88|   42.24|     29929| 6.86|094.52310436|-53.55917269| 44295|
|  -18.83|  -22.90|     43805| 6.86|133.82126479|-11.37163694| 76352|
|   13.09|   -0.95|     20194| 6.86|064.92666544|-25.02482282| 27518|
|    9.25|    6.38|    103850| 6.86|315.64624253|+48.03067566|200576|
|   21.49|   41.42|     30064| 6.86|094.91030610|-63.82369106| 44880|
|   -3.69|   -1.08|     94045| 6.86|287.19528344|-25.07932419|178224|
|   -3.30|    2.77|     34041| 6.86|105.92881287|-25.08392110| 53344|
|   -1.70|   -0.74|     79055| 6.86|242.04515910|-53.07895041|144386|
|  -12.73|  -48.78|     36281| 6.86|112.03605769|+46.52181254| 58520|
|  -12.39|   23.27|     88349| 6.86|270.62814638|+58.62720729|165459|
| -107.56|   -5.15|     59660| 6.86|183.52753285|+32.78421791|106365|
| -177.88| -165.01|     74653| 6.86|228.81398270|-70.51922374|134606|
|    8.29|  -35.99|     82702| 6.86|253.57825825|+46.53908623|152951|
|  -61.14|  -42.86|     92262| 6.86|282.04934910|-14.70825716|173885|
|    2.26|   14.50|     93204| 6.86|284.77396809|+43.72098335|176626|
|  -66.96|   31.27|     63242| 6.86|194.38355527|-65.64653767|112410|
|   -0.35|   -1.53|    105986| 6.86|321.97634764|+46.56151625|204536|
|   15.82|   11.08|     88583| 6.86|271.29651966|+66.94550970|166379|
|   27.38|   -7.52|     14672| 6.86|047.39419645|+19.38075093| 19568|
|   16.47|  -18.68|     26510| 6.86|084.56368626|-04.10818770| 37410|
|    1.07|   -1.74|     25553| 6.86|081.93686735|-39.22191897| 36136|
|  -62.36|    5.31|     61054| 6.86|187.70977141|-04.06081614|108910|
|   -3.97|   -2.19|     39769| 6.86|121.92222573|-03.40668776| 67404|
|  -22.77|  -10.86|     36636| 6.86|113.01123157|+02.72542922| 59880|
|  137.24|   42.13|    106230| 6.86|322.75498966|+59.41806489|205113|
|  -32.66| -102.51|     28293| 6.86|089.69283221|+60.38012621| 39781|
|   -6.55|    2.23|     54971| 6.86|168.84236143|-66.51194568| 98027|
|   33.61|  -16.42|      1715| 6.86|005.39614307|+38.18715974|  1712|
|  196.50|   42.07|     27712| 6.86|088.03149697|-25.94333887| 39533|
|   -1.19|   -0.42|     32957| 6.86|102.96592783|-02.17603329| 50170|
|   -1.01|   -2.70|     30425| 6.86|095.94819307|+02.66573735| 44771|
|   -9.23|   -0.21|     13554| 6.86|043.65325113|-30.89080862| 18227|
|  -18.94|  -36.41|     75815| 6.86|232.31579770|-65.89013632|137345|
|   -5.48|    5.10|     42316| 6.86|129.41650782|-46.28272199| 73658|
|  -16.27|   11.06|     47962| 6.86|146.61041081|-59.35269848| 84929|
|   27.27|  -52.56|     20756| 6.86|066.71298475|+17.02875980| 28124|
|    1.48|   -7.71|     14287| 6.86|046.03918193|+38.07951302| 18950|
|    1.45|   -6.09|     98291| 6.86|299.55953433|+16.49374796|189183|
|   -6.57|  -78.09|     73654| 6.86|225.84016857|+56.03527238|133666|
|  -34.88|    5.91|     67800| 6.86|208.33674052|+42.18480019|121247|
|  -33.40|   19.86|     44180| 6.86|134.99150012|+26.43446538| 76924|
|   12.01|  -12.77|     13160| 6.86|042.30958114|+57.03327608| 17346|
|   27.11|    3.90|    108029| 6.86|328.27975897|+56.21254763|208219|
|    3.54|   17.33|     49393| 6.86|151.25767022|-56.89796114| 87700|
|   24.35|   -0.43|    110706| 6.86|336.44534129|+63.32832567|212882|
|   -3.43|   -1.14|    100116| 6.86|304.64614029|+17.36216555|193222|
|   21.44|  -22.54|    100475| 6.86|305.63416927|+34.99077794|194096|
|   56.02|   21.64|     19196| 6.86|061.71323465|-49.62855422| 26246|
|  -43.08|  -88.95|      5339| 6.86|017.06403620|+28.86815555|  6714|
|   80.36|  -54.81|    110159| 6.86|334.69581565|+19.96227373|211718|
|   -9.22|   54.54|    118179| 6.86|359.59022663|-63.00312343|224472|
|  -57.80|  -14.38|     54347| 6.86|166.77044383|+25.53716248| 96418|
|    1.57|  -35.97|     24379| 6.86|078.45521702|+37.03275591| 33704|
|    7.46|   -9.64|     46068| 6.86|140.91774925|+05.21957677| 81067|
|   36.57|   -0.44|      3459| 6.86|011.05984552|-49.38589162|  4228|
|    8.79|   -1.77|      7399| 6.86|023.85059780|+53.34557619|  9604|
|   10.96|  -11.17|     25748| 6.86|082.46458685|+60.26859874| 35607|
|  453.15| -282.58|    103654| 6.86|315.02098891|-69.57874959|199190|
|    3.68|    2.75|     30065| 6.86|094.91247402|+68.67690293| 42992|
|   61.86|   -1.19|     74412| 6.86|228.10935370|-18.08994484|134812|
|  -28.76|  -19.50|      2431| 6.86|007.74962079|-10.08465275|  2760|
|   39.11|    6.13|      3638| 6.86|011.65739623|+46.89376955|  4385|
|   -1.72|   42.28|     87478| 6.86|268.10573350|+60.39627063|163466|
|   15.10|  -67.71|    106115| 6.86|322.41727966|-14.02677604|204548|
|  -24.16|   20.48|    112525| 6.86|341.88477745|-69.47455250|215505|
|  -11.10|    7.63|     26700| 6.86|085.12088115|+61.94888797| 37136|
|   51.47|   -2.55|     99873| 6.86|303.94040722|+15.31714115|192715|
|  -24.75|   -7.55|     84600| 6.86|259.40409024|+01.74252057|156458|
|   13.22|   -9.04|     96558| 6.86|294.45242414|-13.95633792|185044|
|    2.96|    9.63|     94505| 6.86|288.51629164|+67.11553561|181043|
|    1.21|   26.62|     69955| 6.86|214.73203593|+38.76736124|125538|
|    2.30|   12.93|     33957| 6.86|105.69069162|-49.92800951| 53494|
|   -2.17|    5.08|     38851| 6.86|119.26260924|-34.37844543| 65354|
|   31.89|   34.04|     16350| 6.86|052.66904923|-09.73032801| 21811|
|   36.52| -112.56|    106586| 6.86|323.80694698|-34.32943884|205294|
|   98.96|  -10.24|      2246| 6.86|007.13813952|-11.23721888|  2488|
|  -90.98|  -48.48|     72082| 6.86|221.18779117|-09.70394499|129784|
|  -58.49|    3.77|     29725| 6.86|093.91273142|+36.14868102| 43017|
|  165.68| -123.92|     57021| 6.86|175.35880947|-41.01795988|101614|
|   -0.59|   -5.17|     76836| 6.87|235.31655105|-13.97030297|139909|
|   23.34|   -6.44|     80240| 6.87|245.72324640|-17.01912633|147473|
|    8.59|   -1.22|    109201| 6.87|331.82543383|-10.44686951|209950|
|  349.47|  -56.85|    100970| 6.87|307.07675395|+18.76963484|195019|
|    6.49|    9.91|     17601| 6.87|056.55530210|-09.88280497| 23635|
|    8.84|    2.91|     15869| 6.87|051.10253263|-13.99295812| 21160|
|   -7.31|    8.94|     40600| 6.87|124.33159413|-47.92010179| 69973|
|    1.73|  -16.82|     51810| 6.87|158.77589498|-69.35143381| 91985|
|  -41.66|    3.01|     52506| 6.87|161.04019370|-51.92372823| 93094|
|   -0.13|   -5.96|     98835| 6.87|301.05880990|+17.73487414|190405|
|   -1.83|    0.91|     31567| 6.87|099.10787109|+06.08318783| 46966|
|   -8.68|  222.26|     97420| 6.87|297.00369884|+27.86898992|187237|
|  -38.24|   -2.36|     81066| 6.87|248.37145313|+30.49907268|149420|
|   41.66|  -64.34|     69178| 6.87|212.40487983|+15.62170325|123845|
|  -28.12|    5.17|     54474| 6.87|167.17223125|-86.23094263| 97903|
|   50.55| -235.60|     48592| 6.87|148.64417674|-12.95094587| 85883|
|   -5.06|   -5.89|     77173| 6.87|236.36494547|-65.74973425|140018|
|    0.58|   -8.98|     93866| 6.87|286.74288045|-22.49759408|177799|
|   -4.52|   -6.41|     89859| 6.87|275.07008291|-35.42867942|168236|
|  -76.23|   30.07|     78513| 6.87|240.42177662|-03.76350767|143615|
|  -46.21|    9.78|     42899| 6.87|131.12999513|+05.28582767| 74486|
|  -21.88|  -59.61|     74915| 6.87|229.64084875|-47.87913291|135748|
|   87.13| -271.16|     97023| 6.87|295.77905778|+24.59859981|186379|
|   -6.90|    8.43|     43005| 6.87|131.46296885|-37.87733728| 74978|
|   48.65|   44.73|     96081| 6.87|293.02260068|+25.59622539|184151|
|    0.71|   -3.21|     26128| 6.87|083.57087511|+41.12342530| 36535|
|    6.58|  -10.54|     19039| 6.87|061.17943823|+32.57122919| 25539|
|   -9.95|   -4.68|     66910| 6.87|205.68547440|-61.89202466|119076|
|  -24.85|   35.60|     34721| 6.87|107.84428053|-39.10221559| 55474|
|    5.70|   -0.36|     26035| 6.87|083.31749681|-34.30399437| 36888|
|    2.22|    0.24|     92521| 6.87|282.83284231|-17.15428346|174467|
|  -15.60|    6.76|    110842| 6.87|336.83837821|-58.00064067|212661|
|  -32.06|  -17.97|     64925| 6.87|199.60385732|-45.76461115|115527|
|  -30.46| -180.36|     65557| 6.87|201.61025076|-34.00961366|116788|
|   -5.48|   -4.33|     23081| 6.87|074.50827536|-58.20823622| 32227|
|  -11.83|   -0.28|    104871| 6.87|318.65152751|+56.88340904|202583|
|  -26.24|  -31.19|     86049| 6.87|263.78115402|-13.63778265|159415|
|  -11.45|    2.36|     42206| 6.87|129.08631508|-70.67667701| 73990|
|  -35.68|  -22.50|     45153| 6.87|137.98721797|+18.04416969| 79009|
|  -21.25|  -31.09|     76001| 6.87|232.82176414|-33.81976849|138138|
|    1.99|  -13.94|      5232| 6.87|016.72503165|+59.85864267|  6475|
|   -6.50|   13.73|     20784| 6.87|066.77689443|-62.79965649| 28667|
|  -18.68|   14.55|    116440| 6.87|353.92751221|+51.26392309|221913|
|   12.00|   -5.34|     81696| 6.87|250.33101299|-48.76320515|150135|
|  -26.08|   23.43|     31572| 6.87|099.11651837|-31.88690966| 47282|
|   25.71|  -61.24|     72423| 6.87|222.13210123|-17.34010698|130412|
|  -20.46|   22.51|     84230| 6.87|258.24708619|+07.74931432|155714|
| -120.65|   53.81|     59294| 6.87|182.45457883|+77.39029588|105717|
|  -18.39|   -3.08|     80648| 6.87|246.99047421|+32.69947648|148616|
