

Results from heasarc_hipparcos: Hipparcos Main Catalog
Coordinate system:  Equatorial
|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |hd_id |
|   19.18|   -2.03|     73049| 5.32|223.93622772|-33.85578004|131625|
|  456.89|-1574.91|     99461| 5.32|302.79836763|-36.09738423|191408|
|   38.48|  -71.53|     98624| 5.32|300.46835033|-66.94379223|188887|
|  -12.32|  -26.01|     80208| 5.32|245.61669217|-49.57229123|147152|
|   -4.91|   -5.34|     21515| 5.32|069.30698431|+00.99832711| 29335|
|   34.96|  -59.49|     23879| 5.33|076.97030487|+08.49857348| 33054|
|   22.98|   55.36|    109786| 5.33|333.57507383|-21.07470081|210960|
|    0.08|   -9.98|     93124| 5.33|284.56144717|+17.36093633|176155|
|  -60.05|  -56.50|     41822| 5.33|127.89902880|+18.09455771| 72094|
|  -21.74|  -27.14|     22834| 5.33|073.69914124|+07.77916325| 31296|
|   -1.69|  -25.97|     90074| 5.33|275.72115824|-36.66949254|168733|
|  -44.65|  -44.71|     41909| 5.33|128.17718645|+20.44127049| 72292|
|   29.67|  -16.40|     22730| 5.33|073.34481369|+02.50826491| 31139|
|  -15.83|   10.88|     52678| 5.33|161.56907694|-64.51458587| 93540|
|   63.14|  -36.63|     20161| 5.33|064.81935490|-44.26783026| 27588|
|    8.09|   42.94|     64823| 5.33|199.31509739|+13.67564684|115478|
|   -7.77|    6.72|     41616| 5.33|127.26982565|-47.92893948| 72108|
|    1.73|  -12.22|     98438| 5.33|300.01378061|+17.51654077|189577|
|  -10.36|    1.65|     39734| 5.33|121.82519225|-20.55434589| 67456|
|  -17.29|   37.04|     40817| 5.33|124.95414818|-71.51499632| 71046|
|   44.30|  -14.32|      5131| 5.33|016.42053152|+21.47321620|  6456|
|    9.54|  -17.48|    116264| 5.33|353.36703214|+22.49881721|221615|
|   92.40| -137.40|     97421| 5.33|297.00459018|-56.36227755|186543|
|    9.59|   -5.43|    113327| 5.34|344.26872427|+48.68408117|217050|
| -108.68| -108.79|      9440| 5.34|030.31165140|-30.00156583| 12438|
|  -39.05|   -6.40|     58884| 5.34|181.16227840|-68.32889673|104878|
|   -5.12|   -0.78|     63117| 5.34|193.98808228|-56.83580429|112244|
|  -91.15|  -17.10|     82587| 5.34|253.24216797|+31.70171538|152598|
|   13.90|  -38.79|     32489| 5.34|101.70622699|+57.16927050| 48432|
| -138.55|  135.39|     46107| 5.34|141.04053926|-80.78720514| 82554|
|   22.24|  -88.91|     30247| 5.34|095.44211705|+53.45239515| 43905|
|   44.22|  -97.24|    103127| 5.34|313.41730078|-39.80962825|198716|
|   -2.03|    0.74|     25980| 5.34|083.17231020|-01.59183293| 36591|
|  -19.54|   -7.01|     59184| 5.34|182.06137370|-48.69247036|105416|
|   20.61|  -15.61|     17563| 5.34|056.41846008|+06.05002905| 23466|
|    1.84|    4.66|    110000| 5.34|334.20018136|-12.83144751|211361|
|  -25.16|    5.83|     36896| 5.34|113.78673794|+30.96091010| 60318|
|  -18.14|  -53.30|     24817| 5.34|079.79678985|+02.59593601| 34658|
|   92.61|  100.38|     43414| 5.34|132.64450311|-66.79322494| 76143|
|   19.32|  -49.66|    109654| 5.34|333.19921276|+34.60471273|210889|
|   47.62|  -78.48|     13490| 5.34|043.42740906|+38.33767914| 17904|
|  -10.84|  -45.93|     33048| 5.34|103.27109036|+59.44865494| 49618|
|    1.61|  -12.66|     29704| 5.34|093.85469568|+16.14320591| 43153|
| -158.83|  -53.55|     50888| 5.34|155.87255727|-38.00970922| 90132|
|   33.10|   -1.27|     26001| 5.34|083.24801962|-64.22751422| 37297|
|   91.28|  -43.45|    107788| 5.34|327.53601656|+17.28595705|207652|
|   39.68|   -4.55|     76866| 5.34|235.44746556|+12.84753869|140160|
|  -53.40|  -18.14|     70469| 5.34|216.20275252|-24.80626639|126218|
|   -8.37|  -11.99|     31789| 5.34|099.70494411|+39.90258791| 47100|
|    2.56|  -31.28|     96288| 5.34|293.67190527|+42.41258465|184875|
|   29.77|  -41.39|     20186| 5.34|064.90286245|+21.77359174| 27309|
|   -1.05|    7.32|     40215| 5.34|123.20328577|+68.47405416| 67447|
|   17.61|   18.77|     29246| 5.35|092.49581101|+58.93564864| 41597|
|   15.21|    1.61|    110273| 5.35|335.04961499|-07.82110592|211838|
| -114.79|   11.85|     82802| 5.35|253.84265772|+18.43318381|152879|
|   99.72|   -5.78|     79050| 5.35|242.03133733|-26.32666483|144690|
|   10.27|   -6.81|    115355| 5.35|350.47885850|+31.81248117|220222|
|   29.39|  -12.85|      3951| 5.35|012.68155194|+64.24758084|  4775|
|  -26.80|   10.16|      6706| 5.35|021.56366085|+19.17232096|  8723|
|   31.75|   64.13|     86182| 5.35|264.15677461|+48.58547866|160290|
|  -27.03|  -30.48|     92953| 5.35|284.07071918|-42.71060161|175219|
|  -16.69|   -1.87|    116709| 5.35|354.78478065|+50.47173744|222304|
|  110.40|  -82.01|     36439| 5.35|112.48273588|+49.67266207| 58855|
|  -26.79|   -8.01|      4371| 5.35|014.00627513|-11.26650685|  5437|
|  -33.32|   66.12|     77907| 5.35|238.65782130|+43.13840642|142780|
|  -42.48| -104.14|     75119| 5.35|230.25842001|+00.71558981|136514|
|  -21.37|    8.73|     35957| 5.35|111.18278416|-31.80892621| 58535|
|   10.76|  -52.70|     28946| 5.35|091.64620701|+38.48277233| 41357|
| -294.22|  -72.88|     66936| 5.35|205.76618427|+03.53807968|119425|
|   67.48|   -7.09|     22157| 5.35|071.50708664|+11.70560822| 30210|
|   12.69|   -7.06|     94385| 5.35|288.16959861|-07.93950077|179406|
|   -3.42|   -3.81|     80782| 5.35|247.42637688|-46.24321937|148379|
|    9.68|   -5.69|     46811| 5.35|143.08029475|-40.64932106| 82694|
|   27.19|   92.49|     42604| 5.35|130.25436677|+45.83378521| 73593|
|  -26.47|  -32.34|     11791| 5.36|038.03931801|-01.03481751| 15779|
|   73.79|  -11.24|      5268| 5.36|016.82738598|-61.77526197|  6793|
|    4.34|  -22.68|     29996| 5.36|094.71075178|-09.38996323| 43993|
|    8.79|  -23.68|     92989| 5.36|284.16871114|-37.34318339|175362|
|    5.18|   -6.13|     47723| 5.36|145.93292295|+14.02170696| 84194|
|  -13.01|   11.43|     35083| 5.36|108.83783435|-30.68647453| 56342|
|  -42.98|  -25.84|     40107| 5.36|122.88762397|-07.77247623| 68312|
|  -39.61|  -12.33|     45410| 5.36|138.80781962|+14.94153670| 79554|
|  -28.02|  -36.91|    102599| 5.36|311.88981878|+80.55235152|199437|
|   -6.48|    2.32|     52405| 5.36|160.66905761|-59.21576469| 92964|
|  -50.08|  -28.67|     65301| 5.36|200.75477211|-17.73520402|116292|
|   35.88|  -88.79|     21730| 5.36|069.99180673|+53.47323647| 29316|
|  439.86| -632.60|    110109| 5.36|334.56326060|-53.62553594|211415|
|   13.13|  -16.91|     84821| 5.36|260.04094409|+25.53764398|157087|
|    0.75|   -0.18|     27658| 5.36|087.84159736|-07.51800251| 39291|
|  -71.08| -131.04|     11258| 5.36|036.22497693|-60.31162902| 15233|
|  -29.45|  -44.22|      3632| 5.36|011.63740001|+15.47561194|  4408|
|   -5.21|   -3.01|     34987| 5.36|108.58360689|+03.11142128| 55751|
|  -19.36|   -8.36|     58510| 5.36|179.98718202|+03.65521716|104181|
|   -0.55|   -0.49|     26063| 5.36|083.38102882|-01.15607162| 36695|
|  -25.25|  -56.38|     75439| 5.36|231.18761813|-39.71013154|136933|
|   84.20|  -75.23|     76628| 5.36|234.72711374|-19.30170914|139446|
|   70.24|  -80.34|     72131| 5.36|221.32186138|-62.87545275|129422|
|  149.52| -125.67|     18993| 5.36|061.04078184|+02.82725258| 25621|
|  -40.82|  -72.28|    116889| 5.36|355.39380754|-18.02690134|222547|
|   28.46|  -28.51|      3138| 5.36|009.98147468|+21.43856440|  3690|
|  -26.61|  -36.43|     52638| 5.36|161.46630065|+30.68240198| 93152|
|    7.23|  -31.75|     29490| 5.36|093.21271986|+65.71849922| 41927|
| -220.83| 1722.89|     37853| 5.36|116.39657467|-34.17655092| 63077|
|   -5.36|  -12.99|     89605| 5.36|274.28140609|-56.02331993|167128|
|  -10.60|    5.31|     38846| 5.36|119.24087180|-43.50042396| 65460|
|  -13.79|   28.29|    109404| 5.37|332.48213069|-34.01503553|210271|
|   -6.79|   -4.65|     28949| 5.37|091.66141788|-04.19382480| 41692|
|  -13.25|  200.75|     30565| 5.37|096.36937934|-69.69078672| 46116|
|  -12.19|   68.62|     92112| 5.37|281.59276611|+75.43379735|175286|
|    1.15|    9.53|    109592| 5.37|333.00839287|+60.75907189|210939|
|  -16.29|  -14.91|     35987| 5.37|111.24245464|+11.66955984| 58187|
|   56.97| -106.16|    113957| 5.37|346.16487864|-53.96464712|217902|
|  -99.28|   33.70|     54746| 5.37|168.13810684|-49.10107805| 97495|
| -529.22| -428.93|     49081| 5.37|150.25425132|+31.92471460| 86728|
|   -8.43|  -37.40|     39117| 5.37|120.04898399|+73.91801010| 64307|
|   26.39|   -4.14|     35848| 5.37|110.87072892|-27.83428348| 58215|
|   20.33|    2.10|    110298| 5.37|335.11485393|+05.78949288|211924|
|  -43.96|   27.18|     23482| 5.37|075.70302244|-49.15147328| 32743|
|   72.64|    3.41|     80337| 5.37|246.00514651|-39.19298857|147513|
|    0.69|  -17.70|     88380| 5.37|270.71290783|-24.28242475|164584|
|   -1.48|  -46.53|     90763| 5.37|277.77018839|-32.98900140|170479|
|  -66.78|   88.75|     60978| 5.37|187.48916244|+58.40552660|108844|
|    6.81|   25.56|     79804| 5.37|244.31391116|+59.75496116|147232|
| -139.75|  -14.64|     63432| 5.37|194.98031630|+66.59730755|113092|
|   32.04|    3.45|     92111| 5.37|281.58578518|-22.39218449|173460|
|   28.54|  -24.14|     29730| 5.37|093.91878235|+59.99903422| 42633|
|   -9.09|  -29.69|      8230| 5.37|026.49694074|-05.73322696| 10824|
|   14.98|  -20.22|     26248| 5.37|083.86300222|+24.03963793| 36819|
|  -68.58|  -16.14|     73223| 5.37|224.47148916|-76.66261622|131109|
|   54.11|   41.12|      3330| 5.38|010.61790472|-65.46813002|  4089|
|   -7.69| -126.94|    105665| 5.38|321.03999238|-20.85156019|203638|
|   -4.50|    9.59|      1645| 5.38|005.14943435|+08.19024803|  1635|
|   13.62|  -29.63|     24799| 5.38|079.75008050|+33.74846576| 34452|
|  136.81|  -48.10|      2568| 5.38|008.14750345|+20.29443334|  2910|
|  -28.15|   17.55|     62572| 5.38|192.30750199|+83.41285818|112028|
|   -2.03|   12.08|     94712| 5.38|289.09059981|-45.46606262|179886|
| -224.43| -440.57|     99031| 5.38|301.59137234|+35.97353894|191026|
|   -3.26|    3.03|     91013| 5.38|278.48624439|+52.35350951|171779|
|  -44.09|  -31.36|     92202| 5.38|281.87073367|-05.70507074|173819|
|   19.55|  -51.20|     12086| 5.38|038.94498948|+34.68768289| 16058|
|   13.67|   -2.45|      1960| 5.38|006.19786908|+61.83106347|  2011|
| -232.83|  -65.21|     46404| 5.38|141.94548780|-06.07102871| 81809|
|  -37.73|  -12.71|     60379| 5.38|185.70613474|-57.67610097|107696|
|  -13.51|  -25.42|     77858| 5.38|238.47467996|-24.53309547|142165|
|  126.81|   42.56|    109521| 5.38|332.79073322|+50.82328938|210715|
|  151.20| -252.03|     18859| 5.38|060.65273634|-00.26831052| 25457|
|  -14.67|  -39.79|     38722| 5.38|118.91626746|+19.88406657| 64648|
|   -6.29| -133.88|     91217| 5.38|279.11598380|+09.12281663|171802|
|   91.87|   -4.56|     21670| 5.38|069.77542864|+07.87098753| 29499|
|  -50.66|  -37.65|     70931| 5.38|217.58746947|-49.51892657|126983|
|   26.13|   -9.40|     20264| 5.38|065.16248826|-20.63959902| 27616|
|  -14.95|    5.34|     60781| 5.38|186.87031761|-58.99176932|108396|
|  -30.71|  -11.70|     66849| 5.38|205.50467442|-58.78704974|118978|
|   27.59|    7.90|     73095| 5.38|224.07177099|-52.80956707|131562|
| -109.18|  -28.45|     45571| 5.38|139.32250201|-68.68957252| 80671|
|   33.72|   16.19|    100965| 5.38|307.06022697|+81.42266925|196787|
|   29.75|  -33.81|     90642| 5.38|277.42067689|-01.98522563|170474|
|    6.14|    3.43|    103732| 5.38|315.29551032|+46.15576488|200310|
|   20.37|  -17.88|     20430| 5.38|065.64554350|+25.62935771| 27638|
|  135.40|-1040.55|     84862| 5.38|260.16447313|+32.47027246|157214|
|   -8.17|    0.46|     35589| 5.38|110.16172862|-52.08592527| 57917|
|  -32.35|   31.84|     97650| 5.38|297.69501255|-10.76358902|187532|
|  -48.83|   13.91|     75178| 5.38|230.45253799|+32.93366086|136849|
|   98.87|  -13.47|     22044| 5.39|071.10737323|+11.14616933| 30034|
|   15.14|   17.81|     96302| 5.39|293.71216081|+29.46291111|184759|
|   -0.56|   -6.04|     32677| 5.39|102.24057628|-15.14471091| 49662|
|    6.91|   14.67|     97534| 5.39|297.35538694|-72.50341408|186219|
|   41.75|   20.44|    105966| 5.39|321.91679163|+27.60854356|204414|
|  -83.64|   27.08|     56391| 5.39|173.40526595|-40.58670322|100493|
|   17.57|  -20.62|     18396| 5.39|058.99232459|+47.87147012| 24504|
|  -21.84|  -31.77|     77227| 5.39|236.52354097|-01.80411556|140873|
|  -24.27|    0.64|     79195| 5.39|242.46055144|-03.46673076|145206|
|   76.49|   21.89|    101483| 5.39|308.48748693|+13.02720146|195943|
| -196.89| -773.01|     78459| 5.39|240.26166247|+33.30538815|143761|
|   56.33|    1.50|     82764| 5.39|253.72973020|+20.95848435|152815|
|  -30.81|  -36.10|     19513| 5.39|062.70783742|+26.48103948| 26322|
|   40.03|  -38.66|     89851| 5.39|275.03653519|-15.83160305|168415|
|   19.49| -136.75|     23221| 5.39|074.96017027|-10.26299266| 32008|
|    7.05|    3.15|     93299| 5.39|285.05696213|+50.53345884|177003|
|  -17.77|   -7.75|    114389| 5.39|347.50612955|+09.82210111|218700|
|    5.10|  -59.86|     29850| 5.39|094.27756971|+09.94253598| 43525|
|  -22.01|  -89.56|     32494| 5.39|101.71955730|-51.26544940| 49689|
|  -55.17|  -97.25|     46735| 5.39|142.88520681|+35.10350902| 82198|
|  -14.24|  -10.70|     71500| 5.39|219.33402084|-46.13341306|128266|
|  -36.46|  -53.75|     39538| 5.39|121.19660915|+79.47974268| 64486|
|  -68.43|  -18.43|     71618| 5.39|219.70950726|+44.40454503|129002|
|  -16.47|    0.70|     55650| 5.39|171.00973642|+01.40776375| 99055|
|   46.55|   22.19|     13202| 5.39|042.47562958|-27.94203549| 17729|
|   -2.21|   10.96|      4890| 5.39|015.70496560|-46.39733801|  6245|
|   -1.73|  -12.04|     84979| 5.39|260.52449572|-70.12317887|156190|
|  -78.04|   34.47|     65728| 5.40|202.11324210|+59.94570301|117376|
|   56.70| -113.66|     20376| 5.40|065.44826292|+60.73590167| 27245|
|   20.76|  -26.73|     93717| 5.40|286.24024804|-04.03135505|177463|
|    8.61|   -6.29|     91989| 5.40|281.23812444|-39.68617292|172991|
|   11.33|    6.98|     93526| 5.40|285.72704960|-03.69900363|176984|
|  123.82|   70.60|     98962| 5.40|301.38635475|+61.99524822|191277|
|    0.38|  -18.28|     76013| 5.40|232.87841929|-73.38954647|137387|
| -730.05| -260.62|     47080| 5.40|143.91678098|+35.81076694| 82885|
|   -6.40| -128.20|     46471| 5.40|142.16664439|+45.60179470| 81688|
|  333.73|  219.21|     12653| 5.40|040.63816025|-50.80082665| 17051|
|   15.57|   -0.68|    105143| 5.40|319.48865236|-17.98513635|202671|
|   -5.22|   50.03|     80214| 5.40|245.62175969|+33.70335685|147767|
|   -4.15|   21.02|     93713| 5.40|286.22987335|+53.39660317|178207|
|   69.27|  -82.06|     80399| 5.40|246.16552568|-29.70446361|147722|
| -117.05| -102.91|      4914| 5.40|015.76085267|-04.83635047|  6203|
|   -8.54|    3.73|     35795| 5.40|110.75292901|-31.92379021| 58155|
|   40.40|    2.71|     46454| 5.40|142.11407050|+09.05677114| 81858|
|    7.88|  -21.06|     25499| 5.40|081.79203649|+17.96226766| 35671|
|   20.91|  -62.70|     17854| 5.40|057.30708659|+70.87120237| 23277|
|   38.97|  -25.57|     43721| 5.40|133.56126962|+30.57917723| 75959|
|  -71.00|   26.70|     70602| 5.40|216.61420112|+19.22683490|126661|
|  -21.15|  -11.98|     26536| 5.40|084.65874822|+30.49244147| 37269|
|  108.06|  -19.71|     21036| 5.40|067.65541066|+13.72445018| 28556|
|   -1.76|  -21.41|     31579| 5.40|099.13682373|+38.44555210| 46687|
|  -48.14|    2.73|     54849| 5.40|168.43991709|-00.06950857| 97585|
|    1.14|    3.71|    102177| 5.41|310.55261149|+50.34002067|197511|
|   19.14|   13.53|      7450| 5.41|023.99565496|-15.40021584|  9856|
|  -64.57|  -49.78|    102773| 5.41|312.32614627|-68.77640032|197635|
|  -21.01|   16.42|     36363| 5.41|112.27379583|-38.81210490| 59635|
|  -34.49|  -63.48|     77060| 5.41|236.01841829|-15.67267949|140417|
|  -20.74|   16.34|     37450| 5.41|115.31595047|-38.53357185| 62226|
|    6.97|  -67.95|     80693| 5.41|247.14157201|+00.66516717|148513|
|   23.09|  -12.21|     97646| 5.41|297.68657002|-59.19363715|186957|
|   60.79|  -31.04|     67288| 5.41|206.85564413|-17.85976354|120052|
|   -3.27|    1.96|     34301| 5.41|106.66986950|-11.29401875| 53974|
|    4.61|   17.09|       930| 5.41|002.89340430|-27.79977820|   720|
|   23.75|   27.26|     96693| 5.41|294.86027686|+42.81821158|185872|
|   11.61|   77.88|     90023| 5.41|275.53622172|+23.28498721|169110|
|   -9.01|   -0.39|     91235| 5.41|279.15562439|+33.46903738|172044|
|  -24.25|  -17.05|     83838| 5.41|257.00867045|+35.93521504|155103|
|  105.91|  -32.22|     69989| 5.41|214.81757038|+13.00437724|125451|
|  -45.38|    1.96|     89772| 5.41|274.78984693|+07.25976189|168387|
|  -12.88|  -24.06|     77859| 5.41|238.48280036|-23.97803598|142184|
|    4.02|   25.56|     32912| 5.41|102.86241294|-70.96347336| 51557|
|   79.52|  -94.16|     61621| 5.41|189.42594398|-27.13865883|109799|
|  -28.35|   -5.34|      3544| 5.41|011.32168124|+55.22140870|  4222|
|  -64.73|   19.86|     85537| 5.41|262.20705273|+00.33057703|158352|
|   98.92| -112.77|    104750| 5.41|318.32194676|-27.61905854|201901|
|   -7.85|    4.55|     35855| 5.41|110.88291983|-32.20207858| 58286|
|  -25.51|   19.99|     57512| 5.42|176.82987104|-57.69654711|102461|
|  -31.47|  -42.22|     91494| 5.42|279.89660339|-43.18577561|171967|
|  -15.31|   97.95|     31299| 5.42|098.45621385|-36.23226731| 46815|
|   12.94|  -20.90|     20776| 5.42|066.76206107|+80.82421018| 26836|
|   -2.20|   13.05|     62223| 5.42|191.28262003|+45.44022447|110914|
|   75.85|   21.74|      9589| 5.42|030.79835710|+00.12845397| 12573|
|   21.21|  -31.43|     61309| 5.42|188.41210253|+33.24766003|109317|
|  137.43|  108.99|    114273| 5.42|347.17017174|+02.12761798|218527|
|   -8.75|  -23.65|     32311| 5.42|101.18943633|+28.97098912| 48450|
|  -14.02|  -50.30|     70794| 5.42|217.17387790|-06.90041401|126927|
|   40.01|   -8.51|    101800| 5.42|309.45456696|+11.37769664|196544|
|   16.95|  -36.94|      6592| 5.42|021.16988858|-41.49245885|  8651|
|  -10.22|  -20.72|    105972| 5.42|321.94232234|+66.80914613|204770|
|  -33.24|   -9.14|     41817| 5.42|127.87893332|-19.57743956| 72310|
|   15.03|   -5.94|      3721| 5.42|011.94174879|+74.84758739|  4382|
|  -31.08|    3.39|     44818| 5.42|137.00029758|+29.65422729| 78235|
|   72.57|   -9.99|       761| 5.42|002.33758620|-27.98790390|   493|
|  -17.62|  -45.98|     11046| 5.42|035.55169522|-00.88474037| 14690|
|  -22.85|  -15.24|     50333| 5.42|154.16979666|+13.72837138| 89056|
|   -9.60|   -4.17|      8814| 5.42|028.32229965|+40.72979974| 11428|
|   -8.59|    4.11|     36778| 5.42|113.46270622|-36.33840157| 60606|
|  135.95|  -41.36|      2240| 5.42|007.11007309|-39.91490183|  2490|
| -100.62|  -63.95|      5951| 5.42|019.15144476|-02.50021280|  7672|
|  -14.06|  -30.44|     80390| 5.42|246.13235569|-37.56597007|147628|
|   14.81|    0.30|    108661| 5.43|330.20922938|-28.45373726|209014|
|  153.43|  -81.89|     11029| 5.43|035.50600237|-10.77733458| 14691|
|   -3.17|   -4.57|     74941| 5.43|229.70477850|-60.49632329|135591|
|   63.54|   -7.87|     23983| 5.43|077.33168451|+09.82959768| 33254|
|  -40.94|   24.71|     51585| 5.43|158.04916002|+14.13720956| 91232|
|   18.26|   -6.50|    112832| 5.43|342.75894036|-39.15681779|216149|
|   -2.80|   -1.45|    117447| 5.43|357.20906201|+62.21451996|223385|
|   17.93|   15.20|      9326| 5.43|029.94245126|-20.82457549| 12255|
|    8.03|   -2.92|     87728| 5.43|268.79640765|+72.00513388|164613|
|   29.45|   80.08|     78012| 5.43|238.94818797|+37.94676324|142908|
|    1.64|   -4.71|     62423| 5.43|191.89308893|+66.79031573|111335|
|    2.00|   -6.08|     12768| 5.43|041.02149224|+44.29705480| 16901|
|   29.74|    8.02|    109472| 5.43|332.65610232|-11.56495901|210424|
|  -30.62| -144.29|     91237| 5.43|279.16288632|+06.67215598|171834|
| -116.27|   33.74|     43908| 5.43|134.17451360|-85.66323432| 79837|
|   -4.97|    4.87|     43082| 5.43|131.62729635|-45.91251639| 75149|
|  -34.13|  -30.86|     76618| 5.43|234.70626982|-52.37261965|139129|
|   -9.21|  -22.16|     31121| 5.43|097.95861449|-08.15818115| 46229|
|   54.71| -108.57|     83962| 5.43|257.44965775|-10.52303750|155078|
|   -5.92|   -4.77|     25769| 5.43|082.54254026|+63.06723206| 35583|
|   86.73|  -19.32|      9372| 5.43|030.11154942|-08.52382616| 12292|
|   44.39|    1.45|     79387| 5.43|243.03037216|-08.54757943|145607|
|   90.06|  -67.66|    113521| 5.43|344.86417726|+00.96309154|217264|
|  -73.09|  -22.24|     54477| 5.43|167.18353198|-28.08061647| 96819|
|  -21.69|    4.45|     54173| 5.43|166.22587294|-35.80468900| 96146|
|   -7.25|  -10.12|     92614| 5.43|283.06846943|+21.42516648|174933|
|   83.51|  -56.95|     47956| 5.43|146.58507788|-76.77598144| 85396|
|  -11.41|  -24.06|     78246| 5.43|239.64530965|-24.83142974|142990|
|   83.41|   38.00|    112731| 5.43|342.44261913|+55.90268437|216174|
|   24.87|  -30.06|     99631| 5.44|303.30778095|-01.00926621|192107|
|   22.98|   51.91|    115152| 5.44|349.87411644|+48.62519601|219945|
|  -99.03| -603.61|     32439| 5.44|101.56028979|+79.56627808| 46588|
|  -13.33|  -14.42|     43851| 5.44|133.98148374|+11.62605826| 76351|
|  -10.82|    1.82|     38497| 5.44|118.26464297|-36.36377387| 64572|
|   -3.21|   -1.54|     29736| 5.44|093.93735931|+12.55107067| 43247|
|    8.79|  -31.28|    101243| 5.44|307.82836858|+49.22037330|195774|
|   -5.52|   -8.86|     87847| 5.44|269.19895085|-04.08180189|163532|
|  -15.92|  -31.62|     26649| 5.44|084.95771446|-32.62913912| 37811|
|   14.01|  -14.27|     33184| 5.44|103.60273751|-01.12696090| 50747|
|    5.28|   -7.77|      4510| 5.44|014.45895150|+28.99223560|  5575|
|    4.31|  -28.83|     24254| 5.44|078.09353950|+73.94674435| 32650|
|    3.74|  -55.09|     90414| 5.44|276.72503769|-48.11710875|169405|
|   -5.35|   -2.23|     64094| 5.44|197.02982892|-65.30601741|113904|
|  -21.56|    1.77|     58379| 5.44|179.56352995|-56.31731449|103961|
|  -23.99|   -9.13|     47204| 5.44|144.30281740|-53.66848607| 83520|
|    6.62|  -10.28|     79963| 5.44|244.82350183|-42.67394008|146667|
|  -53.39|  -65.58|     43932| 5.44|134.23597642|+32.91058931| 76398|
|   64.90|  -66.20|     15547| 5.44|050.08158506|+77.73490142| 19978|
|   19.14|  -46.80|     17776| 5.44|057.08668426|+23.42136355| 23753|
|  -27.37|   -9.12|     34724| 5.44|107.84846508|-00.30190562| 55057|
|   23.00|  227.39|     24829| 5.44|079.84214072|-50.60652008| 35072|
|  -16.03|  -17.91|     52737| 5.44|161.71693697|-17.29683026| 93397|
|  -45.01|  -55.17|     76397| 5.44|234.05056891|-44.39668903|138816|
|  -35.94|   62.65|     78893| 5.44|241.58221690|+67.80998136|145454|
|    3.44|  -11.99|     19483| 5.44|062.59383269|-06.92382327| 26409|
|  123.46|    7.07|    113996| 5.44|346.29047874|-07.69381853|218060|
|  101.47|  -35.81|     13782| 5.44|044.34875521|-23.86207670| 18454|
|   25.96|    5.02|    104382| 5.45|317.19172547|-88.95651120|177482|
|  -28.69|  -14.00|     60855| 5.45|187.09369113|-39.04113804|108541|
|  -10.96|  -21.91|     42286| 5.45|129.32852740|-62.85341217| 73887|
|  208.06|   60.96|    113357| 5.45|344.36604441|+20.76868410|217014|
|   22.88|    1.90|    109789| 5.45|333.57806796|-27.76691218|210934|
|  -65.51|  -20.64|     59394| 5.45|182.76617138|-23.60237239|105850|
|   50.43|  -10.57|     25993| 5.45|083.21407027|-38.51334582| 36848|
|   20.73|  -44.00|     17489| 5.45|056.20084227|+24.28957712| 23288|
|   -1.08|    0.99|     19398| 5.45|062.32431793|-16.38587725| 26326|
|   -9.21|   -3.57|      2942| 5.45|009.33844167|+35.39951013|  3421|
|    3.99|  -10.10|     14376| 5.45|046.36119708|+25.25519906| 19134|
|   -2.96|   97.94|     19805| 5.45|063.70228830|-62.19204942| 27304|
|  -18.24|  -13.36|     95503| 5.45|291.37363116|-23.96242415|182416|
|   -2.56|   -7.13|     44405| 5.45|135.68444595|+24.45293256| 77350|
|   -1.54|   -1.61|     33384| 5.45|104.14366809|-79.42018913| 54239|
|  -21.05|  -19.66|     73624| 5.45|225.74704341|-32.64324605|132955|
|    7.93|   -2.74|      3083| 5.45|009.79119583|+49.35459528|  3574|
|   -7.08|  -15.12|     12332| 5.45|039.70416245|+21.96144509| 16432|
|    3.47|  -21.67|    111056| 5.45|337.47070072|+78.82433733|213798|
|    8.62|   -0.67|     79754| 5.45|244.18029083|-53.81110764|146003|
|   67.47|   22.11|     63031| 5.45|193.74311570|-85.12342237|111482|
|  -23.97|   23.51|     42459| 5.45|129.84944512|-53.43982462| 74071|
|  168.35|   27.98|     18975| 5.45|060.98543787|+08.19720135| 25570|
|  -96.27|   88.42|     33478| 5.45|104.39153761|-24.63105594| 51733|
|  -83.83|   43.04|     77902| 5.45|238.64443288|+20.31086363|142574|
|   42.65|  -75.39|     36616| 5.45|112.95154548|+17.08622915| 59686|
|  -16.47|   13.36|     41323| 5.45|126.46634614|-42.15310407| 71459|
|    7.92|  -43.35|      4293| 5.45|013.75124739|-69.52697888|  5457|
|  -18.98|   11.85|     46594| 5.45|142.52136650|-51.51719294| 82419|
|   69.29|   14.67|     89507| 5.45|273.97247295|-44.20649632|167096|
|   -3.82|   -7.41|     74305| 5.45|227.81660117|-55.34601439|134270|
|  104.78|  -53.59|     96556| 5.45|294.44690167|-04.64750966|185124|
|  -25.18|   -9.61|    108294| 5.45|329.09495119|-37.25363145|208321|
|   -1.29|  -12.98|     21735| 5.45|070.01424281|+12.19764088| 29589|
|  -83.35|   15.00|     53273| 5.45|163.43233719|-02.12924149| 94402|
| -141.24|   -6.28|     67304| 5.46|206.91112414|-50.32066712|119971|
|  -11.18|  -11.31|     27196| 5.46|086.47520331|+49.82628283| 38104|
|   -0.31|  -13.82|     19009| 5.46|061.09030699|+24.10602640| 25555|
|  -68.58|   28.07|     56700| 5.46|174.39187576|-47.74737759|101067|
| -140.62|    4.05|     68940| 5.46|211.67877719|-09.31352509|123255|
